iter	Logloss
421	0.1278649268
422	0.1278384118
423	0.1278213037
424	0.1277993748
425	0.1277879115
426	0.1277731698
427	0.1277610725
428	0.1277529
429	0.1277265538
430	0.1277116595
431	0.127691232
432	0.1276736813
433	0.1276565152
434	0.1276353898
435	0.1276132449
436	0.127594267
437	0.1275776027
438	0.1275465933
439	0.1275249366
440	0.127518187
441	0.1274889849
442	0.1274606217
443	0.1274428619
444	0.1274388591
445	0.127399962
446	0.1273821185
447	0.1273682106
448	0.1273587381
449	0.1273476528
450	0.1273392316
451	0.1273106587
452	0.1273014079
453	0.1272846382
454	0.1272465053
455	0.1272287671
456	0.1272146056
457	0.1271941244
458	0.1271760741
459	0.1271506498
460	0.1271213833
461	0.1270988233
462	0.1270797093
463	0.1270493226
464	0.1270089262
465	0.1270007801
466	0.1269971602
467	0.1269773046
468	0.1269584621
469	0.1269162781
470	0.1268959879
471	0.126872826
472	0.1268519011
473	0.1268350679
474	0.1268066777
475	0.1267838572
476	0.1267672256
477	0.1267481901
478	0.1267372554
479	0.126719929
480	0.1267036981
481	0.1266731614
482	0.1266594721
483	0.1266496136
484	0.1266346808
485	0.1266216744
486	0.1265966798
487	0.1265778985
488	0.1265662269
489	0.1265591744
490	0.1265425397
491	0.1265355827
492	0.1265088455
493	0.1264995989
494	0.126475676
495	0.1264588697
496	0.1264305367
497	0.126414523
498	0.1263866588
499	0.1263620485
500	0.1263445118
501	0.1263368897
502	0.1263062986
503	0.1262964093
504	0.1262665006
505	0.1262312147
506	0.1262164405
507	0.1261925988
508	0.126176175
509	0.1261589294
510	0.1261462631
511	0.1261201092
512	0.1261071195
513	0.126071306
514	0.1260592314
515	0.1260552518
516	0.1260156704
517	0.125995692
518	0.1259716082
519	0.1259571673
520	0.1259468996
521	0.125926541
522	0.1259110756
523	0.1258903579
524	0.1258731714
525	0.1258608918
526	0.1258375921
527	0.1258172614
528	0.1257981605
529	0.1257779518
530	0.125774556
531	0.1257604451
532	0.1257488836
533	0.1257181744
534	0.1257021355
535	0.1256810754
536	0.1256643442
537	0.1256578148
538	0.1256478133
539	0.1256337107
540	0.1256192315
541	0.1256042761
542	0.1255790332
543	0.1255683187
544	0.12554219
545	0.1255262717
546	0.1255092764
547	0.125495256
548	0.1254826396
549	0.1254618084
550	0.1254468066
551	0.1254200929
552	0.1254115112
553	0.1253980372
554	0.1253917003
555	0.1253653166
556	0.1253521032
557	0.1253048799
558	0.1252853697
559	0.1252714231
560	0.1252534743
561	0.1252386981
562	0.1252147101
563	0.1252016885
564	0.1251864249
565	0.1251609739
566	0.1251427586
567	0.1251382239
568	0.1251190431
569	0.1251008827
570	0.1250866711
571	0.1250738205
572	0.1250674591
573	0.1250485246
574	0.1250379181
575	0.1250301581
576	0.1250142745
577	0.1249999322
578	0.1249880439
579	0.1249828244
580	0.1249511608
581	0.1249306766
582	0.1249231466
583	0.1249067903
584	0.1248952604
585	0.1248830435
586	0.1248725162
587	0.1248662325
588	0.1248515082
589	0.1248442587
590	0.1248062105
591	0.1247935545
592	0.1247838632
593	0.1247674359
594	0.124750763
595	0.1247373271
596	0.1247262003
597	0.124708025
598	0.1246944462
599	0.1246841996
600	0.1246755357
601	0.1246524816
602	0.1246432085
603	0.1246310495
604	0.1246214882
605	0.1246069551
606	0.1245902767
607	0.12457759
608	0.1245583979
609	0.1245463367
610	0.124534649
611	0.1245188882
612	0.1244960032
613	0.1244664642
614	0.1244331854
615	0.1244171373
616	0.1244008072
617	0.1243719373
618	0.1243646188
619	0.1243436088
620	0.1243335938
621	0.1243173157
622	0.1242866964
623	0.1242632793
624	0.1242597396
625	0.1242446582
626	0.1242299118
627	0.124220779
628	0.1242072945
629	0.1242009701
630	0.1241967653
631	0.1241757345
632	0.1241589271
633	0.1241510559
634	0.1241293495
635	0.1241109165
636	0.1240990547
637	0.1240795433
638	0.1240631103
639	0.1240518085
640	0.1240379654
641	0.1240285826
642	0.1240245409
643	0.1240099573
644	0.1239981944
645	0.123982385
646	0.1239616821
647	0.1239358494
648	0.1239229385
649	0.123914011
650	0.1239104263
651	0.1238953317
652	0.123885188
653	0.1238711299
654	0.1238471715
655	0.1238204573
656	0.1237944417
657	0.123768766
658	0.1237555143
659	0.1237466447
660	0.1237173775
661	0.1237061281
662	0.123686532
663	0.1236494641
664	0.1236366473
665	0.1236221958
666	0.1236087554
667	0.1235979373
668	0.1235724658
669	0.1235673702
670	0.1235468145
671	0.123522718
672	0.1234957539
673	0.1234822883
674	0.12346844
675	0.1234340175
676	0.1234254181
677	0.1234160317
678	0.1234004802
679	0.1233888537
680	0.1233581253
681	0.123342416
682	0.1233307481
683	0.1233181465
684	0.1232985732
685	0.1232846448
686	0.1232791626
687	0.1232472658
688	0.1232417383
689	0.1232370687
690	0.1232226769
691	0.1232004776
692	0.1231912979
693	0.1231710401
694	0.1231625692
695	0.1231589057
696	0.1231433237
697	0.1231381029
698	0.1231277364
699	0.1231204462
700	0.1231147712
701	0.1231059293
702	0.1230936446
703	0.1230845562
704	0.1230414681
705	0.1230242676
706	0.1230102269
707	0.1230054365
708	0.1229857485
709	0.1229728253
710	0.1229668615
711	0.1229387155
712	0.1229283163
713	0.1229225891
714	0.1229047888
715	0.1228951879
716	0.1228726917
717	0.1228525249
718	0.1228383848
719	0.1228304583
720	0.1227917517
721	0.122781033
722	0.1227741757
723	0.1227621845
724	0.1227454738
725	0.122730006
726	0.1227224605
727	0.1227041348
728	0.1226949114
729	0.1226805934
730	0.122674785
731	0.122672157
732	0.122657089
733	0.1226458073
734	0.1226285831
735	0.1226098537
736	0.12257925
737	0.1225717216
738	0.1225587512
739	0.1225284134
740	0.1225152386
741	0.1225024579
742	0.1224892147
743	0.122476384
744	0.1224725717
745	0.1224583916
746	0.1224451991
747	0.1224365852
748	0.1224223624
749	0.122410668
750	0.1224005175
751	0.1223932374
752	0.1223783794
753	0.1223593698
754	0.1223466893
755	0.1223249647
756	0.1223102907
757	0.1222960907
758	0.1222765201
759	0.1222659544
760	0.1222607866
761	0.1222515391
762	0.1222291616
763	0.1222133294
764	0.1221873916
765	0.1221680591
766	0.122144319
767	0.1221328247
768	0.1221259945
769	0.1221153226
770	0.1220984311
771	0.1220853891
772	0.1220826068
773	0.1220803645
774	0.1220755758
775	0.1220510191
776	0.1220409425
777	0.1220309418
778	0.122017371
779	0.1219923982
780	0.1219810107
781	0.1219702233
782	0.1219574043
783	0.1219405793
784	0.1219166391
785	0.121899398
786	0.1218773023
787	0.1218665601
788	0.1218603295
789	0.1218521364
790	0.1218335117
791	0.1218114665
792	0.1217943772
793	0.1217830172
794	0.1217630133
795	0.1217374453
796	0.12173302
797	0.1217224148
798	0.1217073704
799	0.1216929581
800	0.1216756749
801	0.121662921
802	0.1216485289
803	0.1216319308
804	0.1216050035
805	0.12159523
806	0.1215906695
807	0.1215839907
808	0.1215721979
809	0.1215598857
810	0.1215353912
811	0.1215244827
812	0.1215161028
813	0.1215048314
814	0.1214903432
815	0.1214786226
816	0.1214686577
817	0.1214605917
818	0.121440265
819	0.1214211777
820	0.1214108904
821	0.1213985828
822	0.1213881163
823	0.1213845275
824	0.1213680333
825	0.1213515819
826	0.12134176
827	0.1213326195
828	0.1213135589
829	0.1212865293
830	0.1212549821
831	0.1212405315
832	0.1212312818
833	0.1212195354
834	0.121208922
835	0.1211964425
836	0.1211635249
837	0.1211481276
838	0.1211226766
839	0.1211085528
840	0.1210939711
841	0.1210921159
842	0.1210756914
843	0.1210615705
844	0.1210501436
845	0.1210378697
846	0.1210194755
847	0.1209841181
848	0.1209815626
849	0.1209675225
850	0.120965273
851	0.1209329605
852	0.1209222004
853	0.120909356
854	0.1208928435
855	0.1208905766
856	0.1208734278
857	0.1208464151
858	0.1208248152
859	0.1208205563
860	0.1208149668
861	0.1208112217
862	0.1208019165
863	0.1207922161
864	0.1207730411
865	0.1207684028
866	0.1207599807
867	0.1207406771
868	0.1207304352
869	0.1207209485
870	0.1207129077
871	0.120707885
872	0.120692944
873	0.1206738748
874	0.1206550317
875	0.120637569
876	0.1206325832
877	0.1206262839
878	0.1206134021
879	0.1205956364
880	0.1205636253
881	0.1205566656
882	0.1205422481
883	0.1205273465
884	0.1205190278
885	0.1205109975
886	0.1205036373
887	0.1204892165
888	0.1204778237
889	0.120471548
890	0.1204466482
891	0.1204357521
892	0.1204227455
893	0.1204096932
894	0.1204068911
895	0.1203953675
896	0.1203769715
897	0.1203520686
898	0.1203407939
899	0.1203260344
900	0.1203189784
901	0.1203014887
902	0.1202929004
903	0.1202864175
904	0.1202716978
905	0.1202510192
906	0.1202404952
907	0.1202360556
908	0.1202144018
909	0.1201911746
910	0.1201829816
911	0.1201685385
912	0.1201524817
913	0.120143701
914	0.1201341334
915	0.1201165478
916	0.1201106835
917	0.1201005294
918	0.1200856925
919	0.1200780407
920	0.1200611818
921	0.1200511121
922	0.1200366201
923	0.1200227604
924	0.1200145824
925	0.1199910862
926	0.1199648591
927	0.1199527423
928	0.1199262898
929	0.1199083038
930	0.1199046854
931	0.1198961861
932	0.1198833948
933	0.1198640117
934	0.1198480275
935	0.1198391011
936	0.1198305108
937	0.1198263401
938	0.1198102036
939	0.1198006992
940	0.1197588812
941	0.1197417465
942	0.1197335942
943	0.119723331
944	0.1197168559
945	0.1197112994
946	0.1196873935
947	0.1196751265
948	0.1196531391
949	0.1196428996
950	0.1196395265
951	0.1196262784
952	0.1196053184
953	0.1195784174
954	0.1195675197
955	0.1195618155
956	0.1195450685
957	0.119532986
958	0.1195230282
959	0.1195019661
960	0.1194911876
961	0.1194814291
962	0.1194680246
963	0.1194561446
964	0.1194456434
965	0.1194153495
966	0.1193984041
967	0.1193879342
968	0.1193853934
969	0.1193668666
970	0.1193537097
971	0.1193285023
972	0.119320851
973	0.1193094772
974	0.1193039506
975	0.1192872456
976	0.119278629
977	0.1192746182
978	0.1192648315
979	0.1192526595
980	0.1192263709
981	0.1192165246
982	0.1191828859
983	0.1191717302
984	0.1191605766
985	0.1191517753
986	0.1191180065
987	0.1191045941
988	0.1190914613
989	0.1190812272
990	0.1190654901
991	0.1190606068
992	0.1190552275
993	0.1190176511
994	0.1190096048
995	0.1190021853
996	0.1189856503
997	0.1189748801
998	0.1189665055
999	0.1189575088
